ClusterIndex Probability          OffspringID             FatherID             MotherID
          10      0.1103     63C_B3_F2_3_2016                  #79             63C_2016
          10      0.1103     63C_B3_F2_4_2016                  #92             63C_2016
          10      0.1103     63C_B3_F3_5_2016                  #92             63C_2016
          11      1.0000     24B_B5_F1_1_2016                  #83             24B_2016
          11      1.0000     24B_B5_F1_2_2016                  #83             24B_2016
          11      1.0000     24B_B5_F1_3_2016                  #84             24B_2016
          11      1.0000     24B_B6_F2_4_2016                  #85             24B_2016
          11      1.0000     24B_B6_F2_5_2016                  #86             24B_2016
          11      1.0000     24B_B6_F3_6_2016                  #86             24B_2016
          11      1.0000     24B_B6_F3_7_2016                  #83             24B_2016
          11      1.0000     24B_B6_F4_8_2016                  #87             24B_2016
          11      1.0000     24B_B6_F4_9_2016                  #87             24B_2016
          11      1.0000    24B_B6_F5_10_2016                  #84             24B_2016
          11      1.0000    24B_B6_F6_11_2016                  #88             24B_2016
          11      1.0000    24B_B6_F7_12_2016                  #84             24B_2016
          11      1.0000     50D_B1_F1_1_2016                 #229             50D_2016
          11      1.0000     50D_B1_F2_2_2016                 #230             50D_2016
          11      1.0000     50D_B5_F3_3_2016                  #88             50D_2016
          11      1.0000     50D_B5_F3_4_2016                 #231             50D_2016
          11      1.0000     50D_B5_F3_5_2016                  #88             50D_2016
          11      1.0000     50D_B5_F4_6_2016                 #232             50D_2016
          11      1.0000     50D_B5_F4_7_2016                 #233             50D_2016
          11      1.0000     50D_B5_F4_8_2016                 #233             50D_2016
          11      1.0000     50D_B5_F5_9_2016                  #84             50D_2016
          11      1.0000    50D_B5_F5_10_2016                 #231             50D_2016
          11      1.0000    50D_B5_F6_11_2016                 #232             50D_2016
          11      1.0000     50E_B1_F1_1_2016                 #234             50E_2016
          11      1.0000     50E_B1_F1_2_2016                 #235             50E_2016
          11      1.0000     50E_B1_F2_3_2016                  #83             50E_2016
          11      1.0000     50E_B1_F2_4_2016                 #235             50E_2016
          11      1.0000     50E_B1_F3_5_2016                  #86             50E_2016
          11      1.0000     50E_B1_F3_6_2016                 #234             50E_2016
          11      1.0000     50E_B3_F4_7_2016                  #88             50E_2016
          11      1.0000     50E_B3_F4_8_2016                 #231             50E_2016
          11      1.0000     50E_B3_F4_9_2016                 #236             50E_2016
          11      1.0000    50E_B3_F5_10_2016                 #233             50E_2016
          11      1.0000     62C_B2_F1_1_2016                 #246             62C_2016
          11      1.0000     62C_B2_F1_2_2016                 #231             62C_2016
          11      1.0000     62C_B2_F2_3_2016                 #247             62C_2016
          11      1.0000     62C_B2_F2_4_2016                 #246             62C_2016
          11      1.0000     62C_B2_F2_5_2016                  #86             62C_2016
          11      1.0000     62C_B2_F3_6_2016                 #246             62C_2016
          11      1.0000     62C_B2_F3_7_2016                 #230             62C_2016
          11      1.0000     62C_B2_F3_8_2016                 #246             62C_2016
          11      1.0000     62C_B2_F4_9_2016                  #85             62C_2016
          11      1.0000    62C_B2_F4_10_2016                 #232             62C_2016
          11      1.0000    62C_B2_F5_11_2016                 #232             62C_2016
          12      0.9952     27B_B2_F1_1_2016             32E_2016             27B_2016
          12      0.9952     27B_B2_F1_2_2016                  #98             27B_2016
          12      0.9952     27B_B2_F2_3_2016                  #99             27B_2016
          12      0.9952     27B_B2_F2_4_2016                  #99             27B_2016
          12      0.9952     27B_B3_F3_5_2016                 #100             27B_2016
          12      0.9952     27B_B3_F3_6_2016                  #98             27B_2016
          12      0.9952     27B_B3_F3_7_2016                  #98             27B_2016
          12      0.9952     27B_B3_F4_8_2016                  #98             27B_2016
          12      0.9952     27B_B3_F4_9_2016                  #98             27B_2016
          12      0.9952    27B_B3_F5_10_2016                 #101             27B_2016
          12      0.9952     32B_B2_F1_1_2016                 #165             32B_2016
          12      0.9952     32B_B4_F2_2_2016                 #166             32B_2016
          12      0.9952     32B_B4_F2_3_2016                 #166             32B_2016
          12      0.9952     32B_B4_F2_4_2016                  #99             32B_2016
          12      0.9952     32B_B4_F3_5_2016                 #167             32B_2016
          12      0.9952     32B_B4_F3_6_2016                 #165             32B_2016
          12      0.9952     32B_B4_F4_7_2016                 #168             32B_2016
          12      0.9952     32B_B4_F4_8_2016                 #169             32B_2016
          12      0.9952     32B_B4_F4_9_2016                 #168             32B_2016
          12      0.9952    32B_B4_F5_10_2016                 #170             32B_2016
          12      0.9952    32B_B4_F5_11_2016                 #168             32B_2016
          12      0.9952    32B_B4_F6_12_2016                  #98             32B_2016
          12      0.9952     32E_B4_F1_1_2016                  #99             32E_2016
          12      0.9952     32E_B4_F1_2_2016             32E_2016             32E_2016
          12      0.9952     32E_B4_F2_3_2016                 #176             32E_2016
          12      0.9952     32E_B4_F2_4_2016                 #170             32E_2016
          12      0.9952     32E_B4_F3_5_2016                 #176             32E_2016
          12      0.9952     32E_B4_F3_6_2016                 #177             32E_2016
          12      0.9952     32E_B5_F4_7_2016                 #100             32E_2016
          12      0.9952     32E_B5_F4_8_2016                 #100             32E_2016
          12      0.9952     32E_B5_F5_9_2016                 #100             32E_2016
          12      0.9952    32E_B5_F5_10_2016                 #178             32E_2016
          12      0.9952    32E_B5_F5_11_2016                 #168             32E_2016
          12      0.9952    32E_B4_F4_12_2016             32E_2016             32E_2016
          12      0.9952    32E_B4_F5_13_2016                 #179             32E_2016
          12      0.9952    32E_B5_F6_14_2016                 #180             32E_2016
          12      0.9952     58E_B1_F1_1_2016                 #177             58E_2016
          12      0.9952     58E_B1_F1_2_2016                 #177             58E_2016
          12      0.9952     58E_B1_F1_3_2016                 #167             58E_2016
          12      0.9952     58E_B1_F2_4_2016                 #165             58E_2016
          12      0.9952     58E_B1_F2_5_2016                  #99             58E_2016
          12      0.9952     58E_B1_F2_6_2016                 #178             58E_2016
          12      0.9952     58E_B1_F3_7_2016                 #178             58E_2016
          12      0.9952     58E_B1_F3_8_2016                 #178             58E_2016
          12      0.9952     58E_B1_F3_9_2016                  #99             58E_2016
          12      0.9952    58E_B1_F4_10_2016                 #180             58E_2016
          12      0.9952    58E_B1_F4_11_2016                 #180             58E_2016
          13      0.9257     27E_B2_F1_1_2016                 #106             27E_2016
          13      0.9257     27E_B2_F1_2_2016                 #107             27E_2016
          13      0.9257     27E_B2_F1_3_2016                 #106             27E_2016
          13      0.9257     27E_B2_F2_4_2016                 #107             27E_2016
          13      0.9257     27E_B2_F2_5_2016                 #108             27E_2016
          13      0.9257     27E_B2_F3_6_2016                 #107             27E_2016
          13      0.9257     27E_B4_F4_7_2016                 #106             27E_2016
          13      0.9257     27E_B4_F5_8_2016                 #109             27E_2016
          13      0.9257     27E_B4_F6_9_2016                 #108             27E_2016
          13      0.9257    27E_B4_F7_10_2016                 #110             27E_2016
          13      0.9257    27E_B4_F7_11_2016                 #110             27E_2016
          13      0.9257     28C_B1_F1_1_2016                 #111             28C_2016
          13      0.9257     28C_B1_F1_2_2016                 #112             28C_2016
          13      0.9257     28C_B1_F1_3_2016                 #113             28C_2016
          13      0.9257     28C_B1_F2_4_2016                 #113             28C_2016
          13      0.9257     28C_B1_F2_5_2016                 #113             28C_2016
          13      0.9257     28C_B2_F3_6_2016                 #111             28C_2016
          13      0.9257     28C_B2_F3_7_2016                 #111             28C_2016
          13      0.9257     28C_B2_F3_8_2016                 #111             28C_2016
          13      0.9257     28C_B2_F4_9_2016                 #114             28C_2016
          13      0.9257    28C_B2_F4_10_2016                 #115             28C_2016
          13      0.9257    28C_B2_F4_11_2016                 #108             28C_2016
          13      0.9257     31B_B3_F1_1_2016                 #114             31B_2016
          13      0.9257     31B_B3_F1_2_2016                 #148             31B_2016
          13      0.9257     31B_B4_F2_3_2016                 #110             31B_2016
          13      0.9257     31B_B4_F2_4_2016                 #112             31B_2016
          13      0.9257     31B_B4_F2_5_2016                 #148             31B_2016
          13      0.9257     31B_B4_F3_6_2016                 #148             31B_2016
          13      0.9257     31B_B4_F3_7_2016                 #149             31B_2016
          13      0.9257     31B_B4_F3_8_2016                 #115             31B_2016
          13      0.9257     31B_B4_F4_9_2016                 #148             31B_2016
          13      0.9257    31B_B4_F4_10_2016                 #149             31B_2016
          13      0.9257    31B_B4_F5_11_2016                 #112             31B_2016
          14      1.0000     28D_B5_F1_1_2016                 #116             28D_2016
          14      1.0000     28D_B5_F1_2_2016             28D_2016             28D_2016
          14      1.0000     28D_B5_F1_3_2016                 #117             28D_2016
          14      1.0000     28D_B5_F2_4_2016                 #117             28D_2016
          14      1.0000     28D_B5_F3_5_2016                 #118             28D_2016
          14      1.0000     28D_B5_F3_6_2016             28D_2016             28D_2016
          14      1.0000     28D_B5_F4_7_2016                 #119             28D_2016
          14      1.0000     28D_B5_F4_8_2016                 #120             28D_2016
          14      1.0000     28E_B2_F1_1_2016                 #121             28E_2016
          14      1.0000     28E_B2_F1_2_2016                 #121             28E_2016
          14      1.0000     28E_B2_F1_3_2016                 #121             28E_2016
          14      1.0000     28E_B2_F2_4_2016                 #121             28E_2016
          14      1.0000     28E_B2_F2_5_2016                 #119             28E_2016
          14      1.0000     28E_B2_F3_6_2016                 #119             28E_2016
          14      1.0000     28E_B2_F3_7_2016             28D_2016             28E_2016
          14      1.0000     28E_B2_F4_8_2016             28D_2016             28E_2016
          14      1.0000     28E_B2_F4_9_2016             28D_2016             28E_2016
          14      1.0000    28E_B2_F4_10_2016                 #118             28E_2016
          15      0.9805     29A_B2_F1_1_2016                 #122             29A_2016
          15      0.9805     29A_B2_F1_2_2016                 #123             29A_2016
          15      0.9805     29A_B2_F3_3_2016                 #122             29A_2016
          15      0.9805     29A_B3_F4_4_2016                 #123             29A_2016
          15      0.9805     29A_B3_F4_5_2016                 #124             29A_2016
          15      0.9805     29C_B1_F1_1_2016                 #128             29C_2016
          15      0.9805     29C_B1_F1_2_2016                 #129             29C_2016
          15      0.9805     29C_B1_F1_3_2016                 #129             29C_2016
          15      0.9805     29C_B1_F2_4_2016                 #122             29C_2016
          15      0.9805     29C_B1_F2_5_2016                 #124             29C_2016
          15      0.9805     29C_B1_F3_6_2016                 #129             29C_2016
          15      0.9805     29C_B1_F3_7_2016                 #129             29C_2016
          15      0.9805     29C_B1_F3_8_2016                 #129             29C_2016
          15      0.9805     29C_B3_F4_9_2016                 #123             29C_2016
          15      0.9805    29C_B3_F4_10_2016                 #130             29C_2016
          15      0.9805    29C_B3_F4_11_2016                 #123             29C_2016
          15      0.9805     62E_B1_F1_1_2016                 #248             62E_2016
          15      0.9805     62E_B1_F2_2_2016                 #248             62E_2016
          15      0.9805     62E_B1_F2_3_2016                 #248             62E_2016
          15      0.9805     62E_B1_F2_4_2016                 #249             62E_2016
          15      0.9805     62E_B1_F3_5_2016                 #130             62E_2016
          15      0.9805     62E_B1_F3_6_2016                 #130             62E_2016
          15      0.9805     62E_B2_F4_7_2016                 #250             62E_2016
          15      0.9805     62E_B2_F4_8_2016                 #251             62E_2016
          15      0.9805     62E_B2_F5_9_2016                 #130             62E_2016
          15      0.9805    62E_B2_F5_10_2016                 #252             62E_2016
          15      0.9805    62E_B2_F6_11_2016                 #128             62E_2016
          16      0.9430     29D_B1_F1_1_2016                 #131             29D_2016
          16      0.9430     29D_B1_F1_2_2016                 #132             29D_2016
          16      0.9430     29D_B1_F1_3_2016                 #133             29D_2016
          16      0.9430     29D_B1_F2_4_2016                 #134             29D_2016
          16      0.9430     29D_B1_F2_5_2016                 #135             29D_2016
          16      0.9430     29D_B3_F3_6_2016                 #136             29D_2016
          16      0.9430     29D_B3_F3_7_2016                 #131             29D_2016
          16      0.9430     29D_B3_F3_8_2016                 #137             29D_2016
          16      0.9430     29D_B3_F4_9_2016                 #138             29D_2016
          16      0.9430    29D_B3_F4_10_2016                 #139             29D_2016
          16      0.9430     32C_B1_F1_1_2016                 #133             32C_2016
          16      0.9430     32C_B1_F1_2_2016                 #133             32C_2016
          16      0.9430     32C_B1_F2_3_2016                 #171             32C_2016
          16      0.9430     32C_B1_F2_4_2016                 #171             32C_2016
          16      0.9430     32C_B1_F3_5_2016                 #138             32C_2016
          16      0.9430     32C_B2_F4_6_2016                 #172             32C_2016
          16      0.9430     32C_B2_F4_7_2016                 #173             32C_2016
          16      0.9430     32C_B2_F5_8_2016                 #136             32C_2016
          16      0.9430     32C_B2_F6_9_2016                 #139             32C_2016
          16      0.9430    32C_B2_F7_10_2016             32C_2016             32C_2016
          16      0.9430    32C_B1_F4_11_2016                 #135             32C_2016
          16      0.9430    32C_B1_F5_12_2016                 #172             32C_2016
          16      0.9430     36A_B1_F1_1_2016                 #132             36A_2016
          16      0.9430     36A_B1_F1_2_2016                 #133             36A_2016
          16      0.9430     36A_B1_F1_3_2016                 #189             36A_2016
          16      0.9430     36A_B1_F2_4_2016                 #138             36A_2016
          16      0.9430     36A_B1_F2_5_2016                 #137             36A_2016
          16      0.9430     62A_B1_F1_1_2016                 #189             62A_2016
          16      0.9430     62A_B1_F1_2_2016                 #244             62A_2016
          16      0.9430     62A_B1_F2_3_2016                 #244             62A_2016
          16      0.9430     62A_B1_F2_4_2016                 #244             62A_2016
          16      0.9430     62A_B1_F2_5_2016                 #131             62A_2016
          16      0.9430     62A_B1_F3_6_2016                 #245             62A_2016
          16      0.9430     62A_B1_F3_7_2016                 #189             62A_2016
          16      0.9430     62A_B1_F4_8_2016                 #135             62A_2016
          16      0.9430     62A_B2_F5_9_2016                 #133             62A_2016
          16      0.9430    62A_B2_F5_10_2016                 #135             62A_2016
          16      0.9430    62A_B2_F5_11_2016                 #138             62A_2016
          16      0.9430    62A_B2_F6_12_2016                 #139             62A_2016
          16      0.9430    62A_B2_F7_13_2016                 #245             62A_2016
          16      0.9430    62A_B2_F8_14_2016                 #245             62A_2016
          16      0.9430    62A_B2_F9_15_2016                 #139             62A_2016
          16      0.9430   62A_B2_F10_16_2016                 #189             62A_2016
          17      1.0000     31D_B1_F1_1_2016                 #150             31D_2016
          17      1.0000     31D_B4_F2_2_2016                 #151             31D_2016
          17      1.0000     31D_B4_F2_3_2016                 #152             31D_2016
          17      1.0000     31D_B4_F2_4_2016                 #153             31D_2016
          17      1.0000     31D_B4_F3_5_2016                 #154             31D_2016
          17      1.0000     31D_B4_F3_6_2016                 #155             31D_2016
          17      1.0000     31D_B4_F3_7_2016                 #151             31D_2016
          17      1.0000     31D_B4_F4_8_2016                 #156             31D_2016
          17      1.0000     31D_B4_F4_9_2016                 #157             31D_2016
          17      1.0000    31D_B4_F4_10_2016                 #152             31D_2016
          17      1.0000    31D_B4_F5_11_2016                 #151             31D_2016
          17      1.0000    31D_B4_F6_12_2016                 #158             31D_2016
          17      1.0000    31D_B4_F7_13_2016                 #158             31D_2016
          17      1.0000    31D_B4_F8_14_2016                 #159             31D_2016
          17      1.0000     31E_B1_F1_1_2016                 #160             31E_2016
          17      1.0000     31E_B1_F1_2_2016                 #157             31E_2016
          17      1.0000     31E_B1_F1_3_2016                 #157             31E_2016
          17      1.0000     31E_B1_F2_4_2016                 #157             31E_2016
          17      1.0000     31E_B1_F2_5_2016                 #161             31E_2016
          17      1.0000     31E_B1_F2_6_2016                 #162             31E_2016
          17      1.0000     31E_B1_F3_7_2016                 #155             31E_2016
          17      1.0000     31E_B1_F3_8_2016                 #152             31E_2016
          17      1.0000     31E_B1_F4_9_2016                 #162             31E_2016
          17      1.0000    31E_B1_F4_10_2016                 #162             31E_2016
          17      1.0000    31E_B1_F5_11_2016                 #151             31E_2016
          17      1.0000    31E_B1_F6_12_2016                 #158             31E_2016
          17      1.0000    31E_B1_F7_13_2016                 #159             31E_2016
          17      1.0000     58D_B2_F1_1_2016                 #155             58D_2016
          17      1.0000     58D_B2_F1_2_2016                 #243             58D_2016
          17      1.0000     58D_B2_F2_3_2016                 #150             58D_2016
          17      1.0000     58D_B2_F3_4_2016                 #243             58D_2016
          17      1.0000     58D_B2_F3_5_2016                 #243             58D_2016
          17      1.0000     58D_B2_F4_6_2016                 #160             58D_2016
          17      1.0000     58D_B2_F4_7_2016                 #155             58D_2016
          17      1.0000     58D_B2_F4_8_2016                 #243             58D_2016
          17      1.0000     58D_B2_F5_9_2016                 #156             58D_2016
          17      1.0000    58D_B2_F5_10_2016                 #243             58D_2016
          17      1.0000    58D_B2_F5_11_2016                 #161             58D_2016
          18      1.0000     35C_B2_F2_1_2016                 #181             35C_2016
          18      1.0000     35C_B2_F3_2_2016                 #182             35C_2016
          18      1.0000     35C_B2_F3_3_2016                 #182             35C_2016
          18      1.0000     35C_B2_F4_4_2016                 #183             35C_2016
          18      1.0000     35C_B2_F5_5_2016                 #184             35C_2016
          18      1.0000     35C_B2_F6_6_2016                 #181             35C_2016
          18      1.0000     35C_B7_F7_7_2016             35C_2016             35C_2016
          18      1.0000     35C_B7_F8_8_2016                 #185             35C_2016
          18      1.0000     35C_B7_F9_9_2016             35C_2016             35C_2016
          18      1.0000    35C_B7_F9_10_2016                 #186             35C_2016
          18      1.0000     35D_B2_F1_1_2016                 #184             35D_2016
          18      1.0000     35D_B2_F1_2_2016                 #183             35D_2016
          18      1.0000     35D_B2_F1_3_2016                 #181             35D_2016
          18      1.0000     35D_B2_F2_4_2016                 #183             35D_2016
          18      1.0000     35D_B2_F2_5_2016             35D_2016             35D_2016
          18      1.0000     35D_B2_F2_6_2016                 #183             35D_2016
          18      1.0000     35D_B2_F3_7_2016                 #187             35D_2016
          18      1.0000     35D_B2_F3_8_2016                 #186             35D_2016
          18      1.0000     35D_B2_F3_9_2016                 #187             35D_2016
          18      1.0000    35D_B2_F4_10_2016                 #183             35D_2016
          18      1.0000    35D_B2_F4_11_2016                 #183             35D_2016
          18      1.0000    35D_B4_F5_12_2016                 #187             35D_2016
          18      1.0000    35D_B4_F5_13_2016             35D_2016             35D_2016
          18      1.0000    35D_B4_F5_14_2016                 #185             35D_2016
          18      1.0000    35D_B4_F6_15_2016                 #187             35D_2016
          18      1.0000    35D_B4_F6_16_2016                 #188             35D_2016
          18      1.0000    35D_B4_F7_17_2016                 #183             35D_2016
          18      1.0000    35D_B4_F7_18_2016                 #183             35D_2016
          18      1.0000    35D_B4_F7_19_2016                 #183             35D_2016
          19      0.9423     36E_B1_F1_1_2016                 #194             36E_2016
          19      0.9423     36E_B1_F2_2_2016                 #195             36E_2016
          19      0.9423     36E_B1_F2_3_2016                 #196             36E_2016
          19      0.9423     36E_B1_F3_4_2016                 #194             36E_2016
          19      0.9423     36E_B1_F3_5_2016                 #195             36E_2016
          19      0.9423     36E_B1_F4_6_2016                 #197             36E_2016
          19      0.9423     36E_B4_F5_7_2016                 #198             36E_2016
          19      0.9423     36E_B4_F6_8_2016                 #195             36E_2016
          19      0.9423     36E_B4_F7_9_2016                 #196             36E_2016
          19      0.9423    36E_B4_F7_10_2016                 #195             36E_2016
          19      0.9423    36E_B4_F7_11_2016                 #199             36E_2016
          19      0.9423    36E_B4_F8_12_2016                 #197             36E_2016
          19      0.9423    36E_B4_F9_13_2016                 #194             36E_2016
          19      0.9423     50B_B2_F1_1_2016                 #198             50B_2016
          19      0.9423     50B_B2_F2_2_2016                 #194             50B_2016
          19      0.9423     50B_B2_F2_3_2016                 #194             50B_2016
          19      0.9423     50B_B2_F3_4_2016                 #198             50B_2016
          19      0.9423     50B_B2_F3_5_2016                 #226             50B_2016
          19      0.9423     50B_B2_F3_6_2016                 #226             50B_2016
          19      0.9423     50B_B2_F4_7_2016                 #227             50B_2016
          19      0.9423     50B_B2_F4_8_2016                 #199             50B_2016
          19      0.9423     50B_B6_F5_9_2016                 #197             50B_2016
          19      0.9423    50B_B6_F5_10_2016                 #227             50B_2016
          19      0.9423    50B_B6_F5_11_2016                 #226             50B_2016
          19      0.9423    50B_B2_F5_12_2016                 #194             50B_2016
          19      0.9423    50B_B2_F6_13_2016                 #194             50B_2016
          19      0.9423    50B_B2_F7_14_2016                 #194             50B_2016
          19      0.9423    50B_B2_F8_15_2016                 #194             50B_2016
          19      0.9423    50B_B6_F6_16_2016                 #194             50B_2016
          19      0.9423    50B_B6_F7_17_2016                 #194             50B_2016
          19      0.9423    50B_B6_F8_18_2016                 #228             50B_2016
          19      0.9423    50B_B6_F9_19_2016                 #226             50B_2016
          20      1.0000     39B_B2_F1_1_2016                 #200             39B_2016
          20      1.0000     39B_B2_F1_2_2016                 #200             39B_2016
          20      1.0000     39B_B2_F1_3_2016                 #201             39B_2016
          20      1.0000     39B_B2_F2_4_2016                 #202             39B_2016
          20      1.0000     39B_B2_F2_5_2016                 #200             39B_2016
          20      1.0000     39B_B2_F2_6_2016                 #200             39B_2016
          20      1.0000     39B_B2_F3_7_2016                 #203             39B_2016
          20      1.0000     39B_B2_F3_8_2016                 #204             39B_2016
          20      1.0000     39B_B2_F4_9_2016                 #205             39B_2016
          20      1.0000    39B_B2_F4_10_2016                 #206             39B_2016
          20      1.0000    39B_B2_F5_11_2016                 #206             39B_2016
          20      1.0000     40D_B2_F6_1_2016                 #201             40D_2016
          20      1.0000     40D_B2_F6_2_2016                 #222             40D_2016
          20      1.0000     40D_B3_F7_3_2016                 #204             40D_2016
          20      1.0000     40D_B3_F7_4_2016                 #204             40D_2016
          20      1.0000     40D_B3_F7_5_2016                 #205             40D_2016
          20      1.0000     40D_B3_F8_6_2016                 #223             40D_2016
          20      1.0000     40D_B3_F8_7_2016                 #224             40D_2016
          20      1.0000     40D_B3_F8_8_2016                 #224             40D_2016
          20      1.0000     40D_B3_F9_9_2016                 #225             40D_2016
          20      1.0000     56A_B1_F2_1_2016                 #222             56A_2016
          20      1.0000     56A_B1_F3_2_2016                 #202             56A_2016
          20      1.0000     56A_B1_F3_3_2016                 #203             56A_2016
          20      1.0000     56A_B1_F4_4_2016                 #222             56A_2016
          20      1.0000     56A_B1_F4_5_2016                 #203             56A_2016
          20      1.0000     56A_B1_F4_6_2016                 #201             56A_2016
          20      1.0000     56A_B2_F5_7_2016                 #203             56A_2016
          20      1.0000     56A_B2_F6_8_2016                 #204             56A_2016
          20      1.0000     56A_B2_F7_9_2016                 #201             56A_2016
          20      1.0000    56A_B2_F8_10_2016                 #202             56A_2016
          20      1.0000    56A_B2_F9_11_2016                 #223             56A_2016
          21      0.7471     40C_B1_F1_1_2016                 #215             40C_2016
          21      0.7471     40C_B1_F1_2_2016                 #216             40C_2016
          21      0.7471     40C_B3_F2_3_2016                 #217             40C_2016
          21      0.7471     40C_B3_F3_4_2016                 #218             40C_2016
          21      0.7471     40C_B3_F3_5_2016                 #216             40C_2016
          21      0.7471     40C_B3_F3_6_2016                 #216             40C_2016
          21      0.7471     40C_B3_F4_7_2016                 #219             40C_2016
          21      0.7471     40C_B3_F4_8_2016                 #220             40C_2016
          21      0.7471     40C_B3_F4_9_2016                 #221             40C_2016
          21      0.7471    40C_B3_F5_10_2016                 #220             40C_2016
          21      0.7471    40C_B3_F5_11_2016                 #218             40C_2016
          21      0.7471     63B_B1_F1_1_2016                 #219             63B_2016
          21      0.7471     63B_B1_F1_2_2016                 #257             63B_2016
          21      0.7471     63B_B1_F1_3_2016                 #219             63B_2016
          21      0.7471     63B_B1_F2_4_2016                 #216             63B_2016
          21      0.7471     63B_B1_F2_5_2016                 #257             63B_2016
          21      0.7471     63B_B1_F2_6_2016                 #257             63B_2016
          21      0.7471     63B_B2_F3_7_2016                 #258             63B_2016
          21      0.7471     63B_B2_F3_8_2016                 #257             63B_2016
          21      0.7471     63B_B2_F4_9_2016                 #218             63B_2016
          21      0.7471    63B_B2_F4_10_2016                 #217             63B_2016
          21      0.7471    63B_B2_F5_11_2016                 #215             63B_2016
          21      0.7471    63B_B1_F3_12_2016                 #257             63B_2016
          21      0.7471    63B_B2_F6_13_2016                 #257             63B_2016
          21      0.7471    63B_B2_F7_14_2016                 #257             63B_2016
          21      0.7471    63B_B2_F8_15_2016                 #257             63B_2016
          22      0.9363     56C_B1_F1_1_2016                 #238             56C_2016
          22      0.9363     56C_B1_F1_2_2016                 #238             56C_2016
          22      0.9363     56C_B1_F2_3_2016                 #239             56C_2016
          22      0.9363     56C_B1_F3_4_2016                 #240             56C_2016
          22      0.9363     56C_B1_F3_5_2016                 #240             56C_2016
          22      0.9363     56C_B1_F4_6_2016                 #241             56C_2016
          22      0.9363     56C_B1_F4_7_2016                 #238             56C_2016
          22      0.9363     56C_B4_F5_8_2016                 #240             56C_2016
          22      0.9363     56C_B4_F5_9_2016                 #240             56C_2016
          22      0.9363    56C_B4_F5_10_2016                 #240             56C_2016
          22      0.9363    56C_B4_F6_11_2016                 #240             56C_2016
